Triaged,Archive,Address,Current URL / Directory,Title,Description,New URL (update only if changed),Redirect ONLY URL
,,https://developers.chrome.com/en/docs/webstore/program-policies/notification-and-appeals/,/en/docs/webstore/program-policies/notification-and-appeals/,Notification and Appeals,,,
,,https://developers.chrome.com/en/docs/webstore/program-policies/permissions/,/en/docs/webstore/program-policies/permissions/,Use of Permissions,,,
,,https://developers.chrome.com/en/docs/webstore/program-policies/play_edu_tos/,/en/docs/webstore/program-policies/play_edu_tos/,Google Play for Education Addendum to the Google Chrome Web Store Developer Agreement,,/docs/webstore/program-policies/play-edu-tos/,
,,https://developers.chrome.com/en/docs/webstore/program-policies/privacy/,/en/docs/webstore/program-policies/privacy/,Privacy Policies,,,
,,https://developers.chrome.com/en/docs/webstore/program-policies/quality-guidelines-faq/,/en/docs/webstore/program-policies/quality-guidelines-faq/,Extensions quality guidelines FAQ,Frequently asked questions about the single purpose policy.,,
,,https://developers.chrome.com/en/docs/webstore/program-policies/quality-guidelines/,/en/docs/webstore/program-policies/quality-guidelines/,Quality Guidelines,,,
,,https://developers.chrome.com/en/docs/webstore/program-policies/regulated-goods-and-services/,/en/docs/webstore/program-policies/regulated-goods-and-services/,Regulated Goods and Services,,,
,,https://developers.chrome.com/en/docs/webstore/program-policies/repeat-abuse/,/en/docs/webstore/program-policies/repeat-abuse/,Repeat Abuse,,,
,,https://developers.chrome.com/en/docs/webstore/program-policies/spam-and-abuse/,/en/docs/webstore/program-policies/spam-and-abuse/,Spam and Abuse,,,
,,https://developers.chrome.com/en/docs/webstore/program-policies/spam-faq/,/en/docs/webstore/program-policies/spam-faq/,Spam policy FAQ,Frequently asked questions about Chrome Web Store's spam policy.,,
,,https://developers.chrome.com/en/docs/webstore/program-policies/terms/,/en/docs/webstore/program-policies/terms/,Google Chrome Web Store Developer Agreement,The legal agreement governing the relationship between Chrome Web Store developers and the Chrome Web Store.,,
