Triaged,Archive,Address,Current URL / Directory,Title,Description,New URL (update only if changed),Redirect ONLY URL
x,,https://developers.chrome.com/en/docs/extensions/mv3/themes/,/en/docs/extensions/mv3/themes/,What are themes?,Guidelines on how to create a theme.,/docs/extensions/develop/ui/themes,
x,,https://developers.chrome.com/en/docs/extensions/mv3/tut_analytics/,/en/docs/extensions/mv3/tut_analytics/,Use Google Analytics 4,Step-by-step instructions on how to track usage of your Extension with Google Analytics 4.,/docs/extensions/how-to/integrate/google-analytics-4,
x,,https://developers.chrome.com/en/docs/extensions/mv3/tut_debugging/,/en/docs/extensions/mv3/tut_debugging/,Debug extensions,Instructions for debugging Chrome Extensions.,/docs/extensions/get-started/tutorial/debug,
x,,https://developers.chrome.com/en/docs/extensions/mv3/tut_oauth/,/en/docs/extensions/mv3/tut_oauth/,OAuth2: Authenticate users with Google,"Step-by-step instructions on how to build an extension that accesses a user's Google contacts via the Google People API, the Chrome Identity API, and OAuth2.",/docs/extensions/how-to/integrate/oauth,
x,,https://developers.chrome.com/en/docs/extensions/mv3/tut_puppeteer-testing/,/en/docs/extensions/mv3/tut_puppeteer-testing/,Tutorial: Testing Chrome Extensions with Puppeteer,How to write an automated test for Chrome Extensions using Puppeteer.,/docs/extensions/how-to/test/puppeteer,
x,,https://developers.chrome.com/en/docs/extensions/mv3/tut_websockets/,/en/docs/extensions/mv3/tut_websockets/,Use WebSockets in service workers,Step-by-step instructions on how to connect to a WebSocket in your Chrome extension.,/docs/extensions/how-to/web-platform/websockets,
x,,https://developers.chrome.com/en/docs/extensions/mv3/unit-testing/,/en/docs/extensions/mv3/unit-testing/,Unit testing Chrome Extensions,How to write unit tests for extensions.,/docs/extensions/how-to/test/unit-testing,
x,,https://developers.chrome.com/en/docs/extensions/mv3/user_interface/,/en/docs/extensions/mv3/user_interface/,Design the user interface,User interface and design guidelines for Chrome Extensions.,/docs/extensions/develop/ui,
x,,https://developers.chrome.com/en/docs/extensions/mv3/user_privacy/,/en/docs/extensions/mv3/user_privacy/,Protect user privacy,Guidelines for ensuring that your Chrome Extension protects user privacy.,/docs/extensions/develop/security-privacy/user-privacy,
x,,https://developers.chrome.com/en/docs/extensions/reference/,/en/docs/extensions/reference/,API reference,The complete reference to all APIs made available to Chrome Extensions. This includes APIs for the deprecated Chrome Apps platform as well as APIs still in beta and dev.,,/docs/extensions/reference/api
x,,https://developers.chrome.com/en/docs/extensions/reference/accessibilityFeatures/,/en/docs/extensions/reference/accessibilityFeatures/,chrome.accessibilityFeatures,,/docs/extensions/reference/api/accessibilityFeatures/,
x,,https://developers.chrome.com/en/docs/extensions/reference/action/,/en/docs/extensions/reference/action/,chrome.action,,/docs/extensions/reference/api/action/,
x,,https://developers.chrome.com/en/docs/extensions/reference/alarms/,/en/docs/extensions/reference/alarms/,chrome.alarms,,/docs/extensions/reference/api/alarms/,
x,,https://developers.chrome.com/en/docs/extensions/reference/app_runtime/,/en/docs/extensions/reference/app_runtime/,chrome.app.runtime,,/docs/apps/reference/runtime/,
x,,https://developers.chrome.com/en/docs/extensions/reference/app_window/,/en/docs/extensions/reference/app_window/,chrome.app.window,,/docs/apps/reference/window,
x,,https://developers.chrome.com/en/docs/extensions/reference/appviewTag/,/en/docs/extensions/reference/appviewTag/,chrome.appviewTag,,/docs/apps/reference/appviewTag,
x,,https://developers.chrome.com/en/docs/extensions/reference/audio/,/en/docs/extensions/reference/audio/,chrome.audio,,/docs/extensions/reference/api/audio/,
x,,https://developers.chrome.com/en/docs/extensions/reference/bluetooth/,/en/docs/extensions/reference/bluetooth/,chrome.bluetooth,,/docs/apps/reference/bluetooth,
x,,https://developers.chrome.com/en/docs/extensions/reference/bluetoothLowEnergy/,/en/docs/extensions/reference/bluetoothLowEnergy/,chrome.bluetoothLowEnergy,,/docs/apps/reference/bluetoothLowEnergy,
x,,https://developers.chrome.com/en/docs/extensions/reference/bluetoothSocket/,/en/docs/extensions/reference/bluetoothSocket/,chrome.bluetoothSocket,,/docs/apps/reference/bluetoothSocket,
x,,https://developers.chrome.com/en/docs/extensions/reference/bookmarks/,/en/docs/extensions/reference/bookmarks/,chrome.bookmarks,,/docs/extensions/reference/api/bookmarks/,
x,,https://developers.chrome.com/en/docs/extensions/reference/browser/,/en/docs/extensions/reference/browser/,chrome.browser,,docs/apps/reference/browser,
x,,https://developers.chrome.com/en/docs/extensions/reference/browserAction/,/en/docs/extensions/reference/browserAction/,chrome.browserAction,,/docs/extensions/mv2/reference/browserAction,
x,,https://developers.chrome.com/en/docs/extensions/reference/browsingData/,/en/docs/extensions/reference/browsingData/,chrome.browsingData,,/docs/extensions/reference/api/browsingData/,
x,,https://developers.chrome.com/en/docs/extensions/reference/certificateProvider/,/en/docs/extensions/reference/certificateProvider/,chrome.certificateProvider,,/docs/extensions/reference/api/certificateProvider/,
x,,https://developers.chrome.com/en/docs/extensions/reference/clipboard/,/en/docs/extensions/reference/clipboard/,chrome.clipboard,,docs/apps/reference/clipboard,
x,,https://developers.chrome.com/en/docs/extensions/reference/commands/,/en/docs/extensions/reference/commands/,chrome.commands,,/docs/extensions/reference/api/commands/,
x,,https://developers.chrome.com/en/docs/extensions/reference/contentSettings/,/en/docs/extensions/reference/contentSettings/,chrome.contentSettings,,/docs/extensions/reference/api/contentSettings/,
x,,https://developers.chrome.com/en/docs/extensions/reference/contextMenus/,/en/docs/extensions/reference/contextMenus/,chrome.contextMenus,,/docs/extensions/reference/api/contextMenus/,
x,,https://developers.chrome.com/en/docs/extensions/reference/cookies/,/en/docs/extensions/reference/cookies/,chrome.cookies,,/docs/extensions/reference/api/cookies/,
x,,https://developers.chrome.com/en/docs/extensions/reference/debugger/,/en/docs/extensions/reference/debugger/,chrome.debugger,,/docs/extensions/reference/api/debugger/,
x,,https://developers.chrome.com/en/docs/extensions/reference/declarativeContent/,/en/docs/extensions/reference/declarativeContent/,chrome.declarativeContent,,/docs/extensions/reference/api/declarativeContent/,
x,,https://developers.chrome.com/en/docs/extensions/reference/declarativeNetRequest/,/en/docs/extensions/reference/declarativeNetRequest/,chrome.declarativeNetRequest,,/docs/extensions/reference/api/declarativeNetRequest/,
x,YES,https://developers.chrome.com/en/docs/extensions/reference/declarativeWebRequest/,/en/docs/extensions/reference/declarativeWebRequest/,chrome.declarativeWebRequest,,/docs/extensions/reference/api/declarativeWebRequest/,
x,,https://developers.chrome.com/en/docs/extensions/reference/desktopCapture/,/en/docs/extensions/reference/desktopCapture/,chrome.desktopCapture,,/docs/extensions/reference/api/desktopCapture/,
x,,https://developers.chrome.com/en/docs/extensions/reference/devtools_inspectedWindow/,/en/docs/extensions/reference/devtools_inspectedWindow/,chrome.devtools.inspectedWindow,,/docs/extensions/reference/api/devtools-inspectedWindow/,
x,,https://developers.chrome.com/en/docs/extensions/reference/devtools_network/,/en/docs/extensions/reference/devtools_network/,chrome.devtools.network,,/docs/extensions/reference/api/devtools-network/,
x,,https://developers.chrome.com/en/docs/extensions/reference/devtools_panels/,/en/docs/extensions/reference/devtools_panels/,chrome.devtools.panels,,/docs/extensions/reference/api/devtools-panels/,
x,,https://developers.chrome.com/en/docs/extensions/reference/devtools_recorder/,/en/docs/extensions/reference/devtools_recorder/,chrome.devtools.recorder,,/docs/extensions/reference/api/devtools-recorder/,
x,YES,https://developers.chrome.com/en/docs/extensions/reference/dns/,/en/docs/extensions/reference/dns/,chrome.dns,,/docs/extensions/reference/api/dns/,
x,,https://developers.chrome.com/en/docs/extensions/reference/documentScan/,/en/docs/extensions/reference/documentScan/,chrome.documentScan,,/docs/extensions/reference/api/documentScan/,
x,,https://developers.chrome.com/en/docs/extensions/reference/dom/,/en/docs/extensions/reference/dom/,chrome.dom,,/docs/extensions/reference/api/dom/,
x,,https://developers.chrome.com/en/docs/extensions/reference/downloads/,/en/docs/extensions/reference/downloads/,chrome.downloads,,/docs/extensions/reference/api/downloads/,
x,,https://developers.chrome.com/en/docs/extensions/reference/enterprise_deviceAttributes/,/en/docs/extensions/reference/enterprise_deviceAttributes/,chrome.enterprise.deviceAttributes,,/docs/extensions/reference/api/enterprise/deviceAttributes/,
x,,https://developers.chrome.com/en/docs/extensions/reference/enterprise_hardwarePlatform/,/en/docs/extensions/reference/enterprise_hardwarePlatform/,chrome.enterprise.hardwarePlatform,,/docs/extensions/reference/api/enterprise/hardwarePlatform/,
x,,https://developers.chrome.com/en/docs/extensions/reference/enterprise_networkingAttributes/,/en/docs/extensions/reference/enterprise_networkingAttributes/,chrome.enterprise.networkingAttributes,,/docs/extensions/reference/api/enterprise/networkingAttributes/,
x,,https://developers.chrome.com/en/docs/extensions/reference/enterprise_platformKeys/,/en/docs/extensions/reference/enterprise_platformKeys/,chrome.enterprise.platformKeys,,/docs/extensions/reference/api/enterprise/platformKeys/,
x,,https://developers.chrome.com/en/docs/extensions/reference/events/,/en/docs/extensions/reference/events/,chrome.events,,/docs/extensions/reference/api/events/,
x,YES,https://developers.chrome.com/en/docs/extensions/reference/experimental/,/en/docs/extensions/reference/experimental/,chrome.experimental.* APIs,How to use and provide feedback on chrome.experimental APIs.,/docs/extensions/reference/api/experimental/,
x,YES,https://developers.chrome.com/en/docs/extensions/reference/experimental_devtools/,/en/docs/extensions/reference/experimental_devtools/,chrome.experimental.devtools.* APIs,Reference documentation for the chrome.experimental.devtools APIs.,/docs/extensions/reference/api/experimental_devtools/,
x,,https://developers.chrome.com/en/docs/extensions/reference/extension/,/en/docs/extensions/reference/extension/,chrome.extension,,/docs/extensions/reference/api/extension/,
x,,https://developers.chrome.com/en/docs/extensions/reference/extensionTypes/,/en/docs/extensions/reference/extensionTypes/,chrome.extensionTypes,,/docs/extensions/reference/api/extensionTypes/,
x,,https://developers.chrome.com/en/docs/extensions/reference/fileBrowserHandler/,/en/docs/extensions/reference/fileBrowserHandler/,chrome.fileBrowserHandler,,/docs/extensions/reference/api/fileBrowserHandler/,
x,,https://developers.chrome.com/en/docs/extensions/reference/fileSystem/,/en/docs/extensions/reference/fileSystem/,chrome.fileSystem,,/docs/apps/reference/fileSystem,
x,,https://developers.chrome.com/en/docs/extensions/reference/fileSystemProvider/,/en/docs/extensions/reference/fileSystemProvider/,chrome.fileSystemProvider,,/docs/extensions/reference/api/fileSystemProvider/,
x,,https://developers.chrome.com/en/docs/extensions/reference/fontSettings/,/en/docs/extensions/reference/fontSettings/,chrome.fontSettings,,/docs/extensions/reference/api/fontSettings/,
x,,https://developers.chrome.com/en/docs/extensions/reference/gcm/,/en/docs/extensions/reference/gcm/,chrome.gcm,,/docs/extensions/reference/api/gcm/,
x,,https://developers.chrome.com/en/docs/extensions/reference/hid/,/en/docs/extensions/reference/hid/,chrome.hid,,/docs/apps/reference/hid,
x,,https://developers.chrome.com/en/docs/extensions/reference/history/,/en/docs/extensions/reference/history/,chrome.history,,/docs/extensions/reference/api/history/,
x,,https://developers.chrome.com/en/docs/extensions/reference/i18n/,/en/docs/extensions/reference/i18n/,chrome.i18n,,/docs/extensions/reference/api/i18n/,
x,,https://developers.chrome.com/en/docs/extensions/reference/identity/,/en/docs/extensions/reference/identity/,chrome.identity,,/docs/extensions/reference/api/identity/,
x,,https://developers.chrome.com/en/docs/extensions/reference/idle/,/en/docs/extensions/reference/idle/,chrome.idle,,/docs/extensions/reference/api/idle/,
x,,https://developers.chrome.com/en/docs/extensions/reference/input_ime/,/en/docs/extensions/reference/input_ime/,chrome.input.ime,,/docs/extensions/reference/api/input/ime/,
x,,https://developers.chrome.com/en/docs/extensions/reference/instanceID/,/en/docs/extensions/reference/instanceID/,chrome.instanceID,,/docs/extensions/reference/api/instanceID/,
x,,https://developers.chrome.com/en/docs/extensions/reference/location/,/en/docs/extensions/reference/location/,chrome.location,Reference documentation for the chrome.location API.,/docs/extensions/reference/api/location/,
x,,https://developers.chrome.com/en/docs/extensions/reference/loginState/,/en/docs/extensions/reference/loginState/,chrome.loginState,,/docs/extensions/reference/api/loginState/,
x,,https://developers.chrome.com/en/docs/extensions/reference/management/,/en/docs/extensions/reference/management/,chrome.management,,/docs/extensions/reference/api/management/,
x,,https://developers.chrome.com/en/docs/extensions/reference/mdns/,/en/docs/extensions/reference/mdns/,chrome.mdns,,/docs/apps/reference/mdns/,
x,,https://developers.chrome.com/en/docs/extensions/reference/mediaGalleries/,/en/docs/extensions/reference/mediaGalleries/,chrome.mediaGalleries,,/docs/apps/reference/mediaGalleries/,
x,,https://developers.chrome.com/en/docs/extensions/reference/networking_onc/,/en/docs/extensions/reference/networking_onc/,chrome.networking.onc,,/docs/apps/reference/networking/onc/,
x,,https://developers.chrome.com/en/docs/extensions/reference/notifications/,/en/docs/extensions/reference/notifications/,chrome.notifications,,/docs/extensions/reference/api/notifications/,
x,,https://developers.chrome.com/en/docs/extensions/reference/offscreen/,/en/docs/extensions/reference/offscreen/,chrome.offscreen,,/docs/extensions/reference/api/offscreen/,
x,,https://developers.chrome.com/en/docs/extensions/reference/omnibox/,/en/docs/extensions/reference/omnibox/,chrome.omnibox,,/docs/extensions/reference/api/omnibox/,
x,,https://developers.chrome.com/en/docs/extensions/reference/pageAction/,/en/docs/extensions/reference/pageAction/,chrome.pageAction,,/docs/extensions/mv2/reference/pageAction/,
x,,https://developers.chrome.com/en/docs/extensions/reference/pageCapture/,/en/docs/extensions/reference/pageCapture/,chrome.pageCapture,,/docs/extensions/reference/api/pageCapture/,
x,,https://developers.chrome.com/en/docs/extensions/reference/permissions/,/en/docs/extensions/reference/permissions/,chrome.permissions,,/docs/extensions/reference/api/permissions/,
x,,https://developers.chrome.com/en/docs/extensions/reference/platformKeys/,/en/docs/extensions/reference/platformKeys/,chrome.platformKeys,,/docs/extensions/reference/api/platformKeys/,
x,,https://developers.chrome.com/en/docs/extensions/reference/power/,/en/docs/extensions/reference/power/,chrome.power,,/docs/extensions/reference/api/power/,
x,,https://developers.chrome.com/en/docs/extensions/reference/printerProvider/,/en/docs/extensions/reference/printerProvider/,chrome.printerProvider,,/docs/extensions/reference/api/printerProvider/,
x,,https://developers.chrome.com/en/docs/extensions/reference/printing/,/en/docs/extensions/reference/printing/,chrome.printing,,/docs/extensions/reference/api/printing/,
x,,https://developers.chrome.com/en/docs/extensions/reference/printingMetrics/,/en/docs/extensions/reference/printingMetrics/,chrome.printingMetrics,,/docs/extensions/reference/api/printingMetrics/,
x,,https://developers.chrome.com/en/docs/extensions/reference/privacy/,/en/docs/extensions/reference/privacy/,chrome.privacy,,/docs/extensions/reference/api/privacy/,
x,,https://developers.chrome.com/en/docs/extensions/reference/processes/,/en/docs/extensions/reference/processes/,chrome.processes,,/docs/extensions/reference/api/processes/,
x,,https://developers.chrome.com/en/docs/extensions/reference/proxy/,/en/docs/extensions/reference/proxy/,chrome.proxy,,/docs/extensions/reference/api/proxy/,
x,,https://developers.chrome.com/en/docs/extensions/reference/readingList/,/en/docs/extensions/reference/readingList/,chrome.readingList,,/docs/extensions/reference/api/readingList/,
x,,https://developers.chrome.com/en/docs/extensions/reference/runtime/,/en/docs/extensions/reference/runtime/,chrome.runtime,,/docs/extensions/reference/api/runtime/,
x,,https://developers.chrome.com/en/docs/extensions/reference/scripting/,/en/docs/extensions/reference/scripting/,chrome.scripting,,/docs/extensions/reference/api/scripting/,
x,,https://developers.chrome.com/en/docs/extensions/reference/search/,/en/docs/extensions/reference/search/,chrome.search,,/docs/extensions/reference/api/search/,
x,,https://developers.chrome.com/en/docs/extensions/reference/serial/,/en/docs/extensions/reference/serial/,chrome.serial,,/docs/apps/reference/serial/,
x,,https://developers.chrome.com/en/docs/extensions/reference/sessions/,/en/docs/extensions/reference/sessions/,chrome.sessions,,/docs/extensions/reference/api/sessions/,
x,,https://developers.chrome.com/en/docs/extensions/reference/sidePanel/,/en/docs/extensions/reference/sidePanel/,chrome.sidePanel,,/docs/extensions/reference/api/sidePanel/,
x,,https://developers.chrome.com/en/docs/extensions/reference/socket/,/en/docs/extensions/reference/socket/,chrome.socket,,/docs/apps/reference/socket/,
x,,https://developers.chrome.com/en/docs/extensions/reference/sockets_tcp/,/en/docs/extensions/reference/sockets_tcp/,chrome.sockets.tcp,,/docs/apps/reference/sockets/tcp/,
x,,https://developers.chrome.com/en/docs/extensions/reference/sockets_tcpServer/,/en/docs/extensions/reference/sockets_tcpServer/,chrome.sockets.tcpServer,,/docs/apps/reference/sockets/tcpServer/,
x,,https://developers.chrome.com/en/docs/extensions/reference/sockets_udp/,/en/docs/extensions/reference/sockets_udp/,chrome.sockets.udp,,/docs/apps/reference/sockets/udp/,
x,,https://developers.chrome.com/en/docs/extensions/reference/storage/,/en/docs/extensions/reference/storage/,chrome.storage,,/docs/extensions/reference/api/storage/,
x,,https://developers.chrome.com/en/docs/extensions/reference/syncFileSystem/,/en/docs/extensions/reference/syncFileSystem/,chrome.syncFileSystem,,/docs/apps/reference/syncFileSystem/,
x,,https://developers.chrome.com/en/docs/extensions/reference/system_cpu/,/en/docs/extensions/reference/system_cpu/,chrome.system.cpu,,/docs/extensions/reference/api/system/cpu/,
x,,https://developers.chrome.com/en/docs/extensions/reference/system_display/,/en/docs/extensions/reference/system_display/,chrome.system.display,,/docs/extensions/reference/api/system/display/,
x,,https://developers.chrome.com/en/docs/extensions/reference/system_memory/,/en/docs/extensions/reference/system_memory/,chrome.system.memory,,/docs/extensions/reference/api/system/memory/,
x,,https://developers.chrome.com/en/docs/extensions/reference/system_network/,/en/docs/extensions/reference/system_network/,chrome.system.network,,/docs/apps/reference/system/network/,
x,,https://developers.chrome.com/en/docs/extensions/reference/system_storage/,/en/docs/extensions/reference/system_storage/,chrome.system.storage,,/docs/extensions/reference/api/system/storage/,
x,,https://developers.chrome.com/en/docs/extensions/reference/tabCapture/,/en/docs/extensions/reference/tabCapture/,chrome.tabCapture,,/docs/extensions/reference/api/tabCapture/,
x,,https://developers.chrome.com/en/docs/extensions/reference/tabGroups/,/en/docs/extensions/reference/tabGroups/,chrome.tabGroups,,/docs/extensions/reference/api/tabGroups/,
x,,https://developers.chrome.com/en/docs/extensions/reference/tabs/,/en/docs/extensions/reference/tabs/,chrome.tabs,,/docs/extensions/reference/api/tabs/,
x,,https://developers.chrome.com/en/docs/extensions/reference/topSites/,/en/docs/extensions/reference/topSites/,chrome.topSites,,/docs/extensions/reference/api/topSites/,
x,,https://developers.chrome.com/en/docs/extensions/reference/tts/,/en/docs/extensions/reference/tts/,chrome.tts,,/docs/extensions/reference/api/tts/,
x,,https://developers.chrome.com/en/docs/extensions/reference/ttsEngine/,/en/docs/extensions/reference/ttsEngine/,chrome.ttsEngine,,/docs/extensions/reference/api/ttsEngine/,
x,,https://developers.chrome.com/en/docs/extensions/reference/types/,/en/docs/extensions/reference/types/,chrome.types,,/docs/extensions/reference/api/types/,
x,,https://developers.chrome.com/en/docs/extensions/reference/usb/,/en/docs/extensions/reference/usb/,chrome.usb,,/docs/apps/reference/usb/,
x,,https://developers.chrome.com/en/docs/extensions/reference/userScripts/,/en/docs/extensions/reference/userScripts/,chrome.userScripts,,/docs/extensions/reference/api/userScripts/,
x,,https://developers.chrome.com/en/docs/extensions/reference/virtualKeyboard/,/en/docs/extensions/reference/virtualKeyboard/,chrome.virtualKeyboard,,/docs/apps/reference/virtualKeyboard/,
x,,https://developers.chrome.com/en/docs/extensions/reference/vpnProvider/,/en/docs/extensions/reference/vpnProvider/,chrome.vpnProvider,,/docs/extensions/reference/api/vpnProvider/,
x,,https://developers.chrome.com/en/docs/extensions/reference/wallpaper/,/en/docs/extensions/reference/wallpaper/,chrome.wallpaper,,/docs/extensions/reference/api/wallpaper/,
x,,https://developers.chrome.com/en/docs/extensions/reference/webAuthenticationProxy/,/en/docs/extensions/reference/webAuthenticationProxy/,chrome.webAuthenticationProxy,,/docs/extensions/reference/api/webAuthenticationProxy/,
x,,https://developers.chrome.com/en/docs/extensions/reference/webNavigation/,/en/docs/extensions/reference/webNavigation/,chrome.webNavigation,,/docs/extensions/reference/api/webNavigation/,
x,,https://developers.chrome.com/en/docs/extensions/reference/webRequest/,/en/docs/extensions/reference/webRequest/,chrome.webRequest,,/docs/extensions/reference/api/webRequest/,
x,YES,https://developers.chrome.com/en/docs/extensions/reference/webstore/,/en/docs/extensions/reference/webstore/,chrome.webstore,Reference documentation about the chrome.webstore API.,/docs/extensions/reference/api/webstore/,
x,,https://developers.chrome.com/en/docs/extensions/reference/webviewTag/,/en/docs/extensions/reference/webviewTag/,chrome.webviewTag,,/docs/apps/reference/webviewTag/,
x,,https://developers.chrome.com/en/docs/extensions/reference/windows/,/en/docs/extensions/reference/windows/,chrome.windows,,/docs/extensions/reference/api/windows/,
x,,https://developers.chrome.com/en/docs/extensions/samples/,/en/docs/extensions/samples/,Chrome Extension Samples,The list contains all the samples from the [Extensions sample repository](https://github.com/GoogleChrome/chrome-extensions-samples). Use these to learn how extensions work or as a starting point for building your own extensions.,/docs/extensions/samples/,
x,,https://developers.chrome.com/en/docs/extensions/support-feedback/,/en/docs/extensions/support-feedback/,Support and feedback,Give us feedback to help us improve the platform and fix its bugs.,,/docs/extensions/
x,,https://developers.chrome.com/en/docs/extensions/support-feedback/file-a-bug/,/en/docs/extensions/support-feedback/file-a-bug/,File a bug,How to report extension bugs or problems with documentation.,/docs/extensions/support/file-a-bug/,
x,,https://developers.chrome.com/en/docs/extensions/support-feedback/find-a-bug/,/en/docs/extensions/support-feedback/find-a-bug/,Find and follow a bug,Check whether a bug or feature request has already been reported.,/docs/extensions/support/find-a-bug/,
x,,https://developers.chrome.com/en/docs/extensions/support-feedback/getHelp/,/en/docs/extensions/support-feedback/getHelp/,Get help with Chrome extensions,Where to go for help with questions not covered by the documentation.,/docs/extensions/support/get-help/,
x,,https://developers.chrome.com/en/docs/extensions/support-feedback/submit-a-feature-request/,/en/docs/extensions/support-feedback/submit-a-feature-request/,Submit a feature request,Submit a request for a feature that you believe could improve the extension platform.,/docs/extensions/support/request-feature/,
x,,https://developers.chrome.com/en/docs/extensions/whatsnew/,/en/docs/extensions/whatsnew/,What's new in Chrome extensions,"Recent changes to the Chrome extensions platform, documentation, and policy",/docs/extensions/whats-new/,
